Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1998-08-02,16:24:00,Pegasus XL/HAPS,Orbcomm B1 - B8,Active,40.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-08-19,23:01:00,Long March 2C,Iridium 76 & 78,Active,30.8,Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1998-09-23,05:06:00,Pegasus XL/HAPS,Orbcomm C1 - C8,Active,40.0,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",1998-10-03,10:04:00,Minotaur C (Taurus),STEX (NROL-8),Active,45.0,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",1998-10-22,00:02:00,Pegasus,SCD-2,Retired,40.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1998-10-29,19:19:00,Space Shuttle Discovery,STS-95,Retired,450.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1998-12-04,08:35:00,Space Shuttle Endeavour,STS-88,Retired,450.0,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1998-12-06,00:57:00,Pegasus XL,SWAS,Active,40.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-12-19,11:39:00,Long March 2C,Iridium 88 & 89,Active,30.8,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-03-05,02:56:00,Pegasus XL,WIRE,Active,40.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",1999-04-21,Unknown,Dnepr,UoSat 12,Retired,29.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-05-10,01:33:00,Long March 4B,Fengyun 1C & Shijian-5,Active,64.68,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-05-18,05:09:00,Pegasus XL/HAPS,TERRIERS & MUBLCOM,Active,40.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-05-27,10:49:00,Space Shuttle Discovery,STS-96,Retired,450.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1999-05-29,11:52:00,PSLV-G,"IRS-P4, DLR-Tubsat, & Kitsat-3",Retired,25.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-06-11,17:15:00,Long March 2C,Iridium 92 & 93,Active,30.8,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-06-20,02:15:00,Titan II(23)G,QuikSCAT,Retired,35.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-07-23,04:31:00,Space Shuttle Columbia,STS-93,Retired,450.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-10-14,03:15:00,Long March 4B,CBERS-1 & SACI 1,Active,64.68,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-12-04,18:53:00,Pegasus XL/HAPS,Orbcomm D1-D8,Active,40.0,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-12-12,17:36:00,Titan II(23)G,USA-147,Retired,35.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1999-12-20,00:50:00,Space Shuttle Discovery,STS-103,Retired,450.0,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",1999-12-31,07:13:00,Minotaur C (Taurus),KOMPSAT & ACRIMSAT,Active,45.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2000-01-25,16:45:00,Long March 3A,ChinaSat-22,Active,69.7,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2000-01-27,03:03:00,Minotaur I,JAWSat,Active,40.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-02-11,16:43:00,Space Shuttle Endeavour,STS-99,Retired,450.0,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2000-03-12,09:29:00,Minotaur C (Taurus),Multispectral Thermal Imager (MTI),Active,45.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2000-05-16,08:27:00,Rokot/Briz KM,SimSat 1 & 2 (Iridium),Retired,41.8,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-05-19,10:11:00,Space Shuttle Atlantis,STS-101,Retired,450.0,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2000-06-07,13:19:00,Pegasus XL,TSX-5,Active,40.0,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2000-07-19,20:09:00,Minotaur I,MightySat 2.1,Active,40.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2000-09-08,12:45:00,Space Shuttle Atlantis,STS-106,Retired,450.0,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2000-09-21,10:22:00,Titan II(23)G,NOAA-16,Retired,35.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2000-09-26,10:05:00,Dnepr,Megsat 1 & Others,Retired,29.0,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2000-10-09,05:38:00,Pegasus,HETE 2,Retired,40.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-10-11,23:17:00,Space Shuttle Discovery,STS-92,Retired,450.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2000-10-30,16:02:00,Long March 3A,Beidou-1A,Active,69.7,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2000-11-30,03:06:00,Space Shuttle Endeavour,STS-97,Retired,450.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2000-12-20,16:20:00,Long March 3A,Beidou-1B,Active,69.7,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2001-02-07,23:13:00,Space Shuttle Atlantis,STS-98,Retired,450.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2001-03-08,11:42:00,Space Shuttle Discovery,STS-102,Retired,450.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2001-04-18,10:13:00,GSLV Mk I,GSAT-1,Retired,47.0,Partial Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2001-04-19,18:40:00,Space Shuttle Endeavour,STS-100,Retired,450.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2001-07-12,09:03:00,Space Shuttle Atlantis,STS-104,Retired,450.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2001-08-10,21:10:00,Space Shuttle Discovery,STS-105,Retired,450.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2001-08-29,07:00:00,H-IIA 202,VEP 2 & LRE,Active,90.0,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2001-09-21,18:49:00,Minotaur C (Taurus),Orbview-4/QuikTOMS,Active,45.0,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2001-10-22,10:23:00,PSLV-G,"TES, BIRD & PROBA",Retired,25.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2001-12-05,22:19:00,Space Shuttle Endeavour,STS-108,Retired,450.0,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2002-02-05,20:58:00,Pegasus XL,RHESSI,Active,40.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2002-03-01,11:22:00,Space Shuttle Columbia,STS-109,Retired,450.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2002-03-17,09:21:00,Rokot/Briz KM,GRACE 1 & 2,Retired,41.8,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2002-04-08,20:44:00,Space Shuttle Atlantis,STS-110,Retired,450.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2002-05-15,01:50:00,Long March 4B,Fengyun-1D & Haiyang-1A,Active,64.68,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2002-06-05,21:22:00,Space Shuttle Endeavour,STS-111,Retired,450.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2002-06-20,09:33:00,Rokot/Briz KM,Iridium SV97 and SV98,Retired,41.8,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2002-06-24,18:23:00,Titan II(23)G,NOAA-17,Retired,35.0,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2002-08-21,22:05:00,Atlas V 401,Hot Bird 6,Active,109.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2002-09-12,10:23:00,PSLV-G,C4 - MetSat-1 (Kalpana-1),Retired,25.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2002-10-07,19:45:00,Space Shuttle Atlantis,STS-112,Retired,450.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2002-10-27,03:17:00,Long March 4B,Ziyuan ll-02,Active,64.68,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2002-11-20,22:39:00,"Delta IV Medium+ (4,2)",Eutelsat W5,Retired,164.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2002-11-24,00:49:00,Space Shuttle Endeavour,STS-113,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2002-12-11,22:22:00,Ariane 5 ECA,"Hot Bird 7, Stentor, MFD-A, MFD-B",Active,200.0,Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",2002-12-14,01:31:00,H-IIA 202,"Midori 2, WEOS & Others",Active,90.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2002-12-20,Unknown,Dnepr,Rubin 2 & Others,Retired,29.0,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2003-01-06,14:19:00,Titan II(23)G,Coriolis,Retired,35.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2003-01-16,15:39:00,Space Shuttle Columbia,STS-107,Retired,450.0,Failure
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2003-01-25,20:13:00,Pegasus XL,SORCE,Active,40.0,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003-03-11,00:59:00,Delta IV Medium,DSCS-3 A3,Retired,133.0,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2003-04-28,12:00:00,Pegasus XL,GALEX,Active,40.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2003-05-08,11:28:00,GSLV Mk I,GSAT-2,Retired,47.0,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2003-05-13,22:10:00,Atlas V 401,HellasSat-2,Active,109.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2003-05-24,16:34:00,Long March 3A,Beidou-1C,Active,69.7,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2003-06-26,18:55:00,Pegasus XL,OrbView-3,Active,40.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2003-06-30,14:15:00,Rokot/Briz KM,Monitor-E GVM & Others,Retired,41.8,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2003-07-17,23:45:00,Atlas V 521,Rainbow 1,Retired,135.0,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2003-08-13,02:09:00,Pegasus XL,SCISAT-1,Active,40.0,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003-08-29,23:13:00,Delta IV Medium,DSCS-3 B6,Retired,133.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2003-10-17,04:52:00,PSLV-G,RESOURCESAT-1 (IRS-P6),Retired,25.0,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2003-10-18,16:17:00,Titan II(23)G,USA-172,Retired,35.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2003-10-21,03:16:00,Long March 4B,CBERS-2 & Chuangxin 1(01),Active,64.68,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2003-10-30,13:43:00,Rokot/Briz KM,SERVIS-1,Retired,41.8,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2003-11-03,07:20:00,Long March 2D,FSW-3 No.1,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2003-11-14,16:01:00,Long March 3A,Chinasat-20,Active,69.7,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2003-12-29,19:06:00,Long March 2C,Double Star 1,Active,30.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-03-02,07:17:00,Ariane 5 G+,Rosetta & Philae,Retired,190.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2004-04-18,15:59:00,Long March 2C,Shiyan-1 & Nano Satellite 1,Active,30.8,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2004-05-20,17:47:00,Minotaur C (Taurus),ROCSAT-2,Active,45.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2004-06-29,06:30:00,Dnepr,DEMETER & Others,Retired,29.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-07-18,00:44:00,Ariane 5 G+,Anik F2,Retired,190.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-07-25,07:05:00,Long March 2C,Double Star 2,Active,30.8,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2004-08-29,07:50:00,Long March 2C,FSW-4 No.1,Active,30.8,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-09-08,23:14:00,Long March 4B,Shijian-6A & 6B,Active,64.68,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2004-09-20,10:31:00,GSLV Mk I,GSAT-3,Retired,47.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2004-09-27,08:00:00,Long March 2D,FSW-3 No.2,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2004-10-19,01:20:00,Long March 3A,Fengyun-2C,Active,69.7,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-11-06,03:10:00,Long March 4B,Ziyuan ll-03,Active,64.68,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2004-11-08,18:29:00,Soyuz 2.1a,Demo Flight,Active,17.42,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2004-11-18,10:45:00,Long March 2C,Shiyan-2,Active,30.8,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2004-12-17,12:07:00,Atlas V 521,AMC-16,Retired,135.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-12-18,16:26:00,Ariane 5 G+,"Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",Retired,190.0,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2004-12-21,21:50:00,Delta IV Heavy,DemoSat and 3CS-1 & 2,Active,350.0,Partial Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-02-12,21:03:00,Ariane 5 ECA,"XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",Active,200.0,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2005-03-11,21:42:00,Atlas V 431,Inmarsat-4 F1,Retired,130.0,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2005-04-11,13:35:00,Minotaur I,XSS-11,Active,40.0,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2005-04-15,17:27:00,Pegasus XL,DART,Active,40.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2005-05-05,04:45:00,PSLV-G,Cartosat-1 & HAMSAT,Retired,25.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-07-05,22:40:00,Long March 2D,Shijian-7,Active,29.75,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2005-07-26,14:39:00,Space Shuttle Discovery,STS-114,Retired,450.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-08-02,07:30:00,Long March 2C,FSW-4 No. 2,Active,30.8,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2005-08-12,11:43:00,Atlas V 401,Mars Reconnaissance Orbiter,Active,109.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2005-08-23,21:09:00,Dnepr,Kirari and Reimei,Retired,29.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2005-08-26,18:34:00,Rokot/Briz KM,Monitor-E,Retired,41.8,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-08-29,08:45:00,Long March 2D,FSW-3 No. 3,Active,29.75,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2005-09-22,19:24:00,Minotaur I,Streak (STP-R1),Active,40.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2005-10-08,15:02:00,Rokot/Briz KM,CryoSat-1,Retired,41.8,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-11-16,23:46:00,Ariane 5 ECA,Spaceway-2 & Telkom-2,Active,200.0,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2006-01-19,19:00:00,Atlas V 551,New Horizons,Active,153.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-03-11,22:33:00,Ariane 5 ECA,Spainsat & Hot Bird 7A,Active,200.0,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2006-03-24,21:30:00,Falcon 1,FalconSat-2,Retired,7.0,Failure
Northrop,"Stargazer, Vandenberg AFB, California, USA",2006-03-28,20:10:00,Pegasus XL,ST-5,Active,40.0,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2006-04-15,01:40:00,Minotaur I,COSMIC (FORMOSAT-3),Active,40.0,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2006-04-20,20:27:00,Atlas V 411,Astra 1KR,Retired,115.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2006-04-26,22:48:00,Long March 4C,Yaogan 1,Active,64.68,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2006-05-24,22:11:00,"Delta IV Medium+ (4,2)",GOES-N (GOES-13),Retired,164.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-05-27,21:09:00,Ariane 5 ECA,Satmex-6 & Thaicom-5,Active,200.0,Success
Boeing,"SLC-6, Vandenberg AFB, California, USA",2006-06-28,03:33:00,"Delta IV Medium+ (4,2)",NROL-22,Retired,164.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-07-04,18:37:00,Space Shuttle Discovery,STS-121,Retired,450.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2006-07-10,12:08:00,GSLV Mk I,INSAT-4C,Retired,47.0,Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2006-07-12,14:53:00,Dnepr,Genesis 1,Retired,29.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2006-07-26,19:43:00,Dnepr,BelKa 1 & Others,Retired,29.0,Failure
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2006-07-28,07:05:00,Rokot/Briz KM,KompSat-2,Retired,41.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-08-11,22:15:00,Ariane 5 ECA,JCSAT-10 & Syracuse 3B,Active,200.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2006-09-09,07:00:00,Long March 2C,Shijian-8,Active,30.8,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-09-09,15:14:00,Space Shuttle Atlantis,STS-115,Retired,450.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2006-09-11,04:35:00,H-IIA 202,IGS-Optical 2,Active,90.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-09-12,16:02:00,Long March 3A,Chinasat-22A,Active,69.7,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-10-13,20:56:00,Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2",Active,200.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2006-10-23,23:34:00,Long March 4B,Shijian-6C & 6D,Active,64.68,Success
Boeing,"SLC-6, Vandenberg AFB, California, USA",2006-11-04,13:53:00,Delta IV Medium,DMSP F17,Retired,133.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-12-08,00:53:00,Long March 3A,Fengyun-2D,Active,69.7,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-12-08,22:08:00,Ariane 5 ECA,WildBlue-1 & AMC-18,Active,200.0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-12-10,00:47:00,Space Shuttle Discovery,STS-116,Retired,450.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2006-12-16,12:00:00,Minotaur I,TacSat-2 & GeneSat-1,Active,40.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2007-01-10,03:54:00,PSLV-G,Cartosat-2 & SRE-1 & Rideshares,Retired,25.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-02-02,16:28:00,Long March 3A,Beidou-1D,Active,69.7,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-03-09,03:10:00,Atlas V 401,"STP-1, FalconSat-3",Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-03-11,22:03:00,Ariane 5 ECA,Skynet 5A & INSAT-4B,Active,200.0,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2007-03-21,01:10:00,Falcon 1,DemoSat,Retired,7.0,Failure
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-04-11,03:27:00,Long March 2C,Haiyang-1B,Active,30.8,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-04-13,20:11:00,Long March 3A,Compass-M1,Active,69.7,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007-04-17,06:46:00,Dnepr,EgyptSat 1 & Others,Retired,29.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2007-04-23,10:00:00,PSLV-CA,AGILE & AAM,Active,21.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2007-04-24,06:48:00,Minotaur I,NFIRE,Active,40.0,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2007-04-25,20:26:00,Pegasus XL,AIM,Active,40.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-05-04,22:29:00,Ariane 5 ECA,Astra 1L & Galaxy 17,Active,200.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-05-13,16:01:00,Long March 3B/E,NIGCOMSAT-1,Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2007-05-25,07:12:00,Long March 2D,Yaogan 2 & ZDPS-1,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-05-31,16:08:00,Long March 3A,SinoSat 3,Active,69.7,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-06-08,23:38:00,Space Shuttle Atlantis,STS-117,Retired,450.0,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007-06-15,02:14:00,Dnepr,TerraSAR-X,Retired,29.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-06-15,15:11:00,Atlas V 401,NROL-30 & NOSS-3,Active,109.0,Partial Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2007-06-28,15:02:00,Dnepr,Genesis 2,Retired,29.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-08-08,22:36:00,Space Shuttle Endeavour,STS-118,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-08-14,23:44:00,Ariane 5 ECA,Spaceway-3 & BSat-3A,Active,200.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2007-09-02,12:51:00,GSLV Mk I,INSAT-4CR,Retired,47.0,Partial Failure
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-09-19,03:26:00,Long March 4B,CBERS-2B,Active,64.68,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-10-11,00:22:00,Atlas V 421,WSG-1,Active,123.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-10-23,03:38:00,Space Shuttle Discovery,STS-120,Retired,450.0,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2007-11-11,01:50:00,Delta IV Heavy,DSP-23,Active,350.0,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-11-11,22:48:00,Long March 4C,Yaogan 3,Active,64.68,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-11-14,22:03:00,Ariane 5 ECA,Skynet 5B & Star One C1,Active,200.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-12-10,22:05:00,Atlas V 401,NROL-24,Active,109.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2008-01-21,03:45:00,PSLV-CA,TecSAR,Active,21.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-02-07,19:45:00,Space Shuttle Atlantis,STS-122,Retired,450.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2008-02-23,08:55:00,H-IIA 202,Kizuna,Active,90.0,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-03-11,06:28:00,Space Shuttle Endeavour,STS-123,Retired,450.0,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",2008-03-13,10:02:00,Atlas V 411,NROL-28,Retired,115.0,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2008-04-14,20:12:00,Atlas V 421,ICO G1,Active,123.0,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-04-15,17:01:00,Pegasus XL,C/NOFS,Active,40.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-04-18,22:17:00,Ariane 5 ECA,Star One C2 & Vinasat-1,Active,200.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2008-04-25,15:35:00,Long March 3C,Tianlian I-01,Retired,20.14,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2008-04-28,03:53:00,PSLV-CA,Cartosat-2A & Rideshares,Active,21.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2008-05-23,15:20:00,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,41.8,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2008-05-27,03:02:00,Long March 4C,Fengyun-3A,Active,64.68,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2008-05-31,21:02:00,Space Shuttle Discovery,STS-124,Retired,450.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-06-12,22:05:00,Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,200.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-07-07,21:47:00,Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,200.0,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2008-08-03,03:34:00,Falcon 1,Flight 3,Retired,7.0,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2008-08-14,20:44:00,Ariane 5 ECA,Superbird-7 & AMC-21,Active,200.0,Success
